topico,fecha,diario,seccion,freq
zelensky,2022-03-21,ambito,politica,0
putin,2022-03-21,ambito,politica,0
zelensky,2022-03-21,ambito,economia,1
putin,2022-03-21,ambito,economia,0
zelensky,2022-03-21,ambito,internacional,8
putin,2022-03-21,ambito,internacional,1
zelensky,2022-03-21,ambito,deportes,0
putin,2022-03-21,ambito,deportes,0
zelensky,2022-03-21,ambito,espectaculos,0
putin,2022-03-21,ambito,espectaculos,0
zelensky,2022-03-21,ambito,finanzas,1
putin,2022-03-21,ambito,finanzas,0
zelensky,2022-03-21,ambito,opinion,0
putin,2022-03-21,ambito,opinion,0
zelensky,2022-03-21,ambito,nacional,0
putin,2022-03-21,ambito,nacional,0
zelensky,2022-03-21,todonoticias,economia,0
putin,2022-03-21,todonoticias,economia,0
zelensky,2022-03-21,paginadoce,rosario12,0
putin,2022-03-21,paginadoce,rosario12,0
zelensky,2022-03-21,paginadoce,sociedad,0
putin,2022-03-21,paginadoce,sociedad,0
zelensky,2022-03-21,todonoticias,sociedad,0
putin,2022-03-21,todonoticias,sociedad,0
zelensky,2022-03-21,eldestape,politica,0
putin,2022-03-21,eldestape,politica,0
zelensky,2022-03-21,eldestape,economia,1
putin,2022-03-21,eldestape,economia,0
zelensky,2022-03-21,eldestape,internacional,36
putin,2022-03-21,eldestape,internacional,17
zelensky,2022-03-21,eldestape,sociedad,0
putin,2022-03-21,eldestape,sociedad,0
zelensky,2022-03-21,infobae,espectaculos,0
putin,2022-03-21,infobae,espectaculos,0
zelensky,2022-03-21,clarin,espectaculos,0
putin,2022-03-21,clarin,espectaculos,0
zelensky,2022-03-21,infobae,internacional,109
putin,2022-03-21,infobae,internacional,116
zelensky,2022-03-21,clarin,deportes,0
putin,2022-03-21,clarin,deportes,1
zelensky,2022-03-21,paginadoce,politica,0
putin,2022-03-21,paginadoce,politica,0
zelensky,2022-03-21,paginadoce,espectaculos,0
putin,2022-03-21,paginadoce,espectaculos,0
zelensky,2022-03-21,perfil,deportes,0
putin,2022-03-21,perfil,deportes,0
zelensky,2022-03-21,lanacion,espectaculos,3
putin,2022-03-21,lanacion,espectaculos,0
zelensky,2022-03-21,lanacion,politica,0
putin,2022-03-21,lanacion,politica,6
zelensky,2022-03-21,clarin,internacional,12
putin,2022-03-21,clarin,internacional,27
zelensky,2022-03-21,lanacion,lifestyle,0
putin,2022-03-21,lanacion,lifestyle,0
zelensky,2022-03-21,infobae,cultura,0
putin,2022-03-21,infobae,cultura,0
zelensky,2022-03-21,todonoticias,espectaculos,0
putin,2022-03-21,todonoticias,espectaculos,0
zelensky,2022-03-21,lanacion,internacional,2
putin,2022-03-21,lanacion,internacional,12
zelensky,2022-03-21,lanacion,economia,0
putin,2022-03-21,lanacion,economia,0
zelensky,2022-03-21,infobae,deportes,0
putin,2022-03-21,infobae,deportes,0
zelensky,2022-03-21,infobae,politica,0
putin,2022-03-21,infobae,politica,24
zelensky,2022-03-21,infobae,economia,0
putin,2022-03-21,infobae,economia,1
zelensky,2022-03-21,infobae,sociedad,0
putin,2022-03-21,infobae,sociedad,0
zelensky,2022-03-21,eldestape,deportes,0
putin,2022-03-21,eldestape,deportes,0
zelensky,2022-03-21,infobae,opinion,0
putin,2022-03-21,infobae,opinion,1
zelensky,2022-03-21,lanacion,propiedades,0
putin,2022-03-21,lanacion,propiedades,0
zelensky,2022-03-21,perfil,espectaculos,0
putin,2022-03-21,perfil,espectaculos,0
zelensky,2022-03-21,clarin,viva,0
putin,2022-03-21,clarin,viva,0
zelensky,2022-03-21,lanacion,deportes,0
putin,2022-03-21,lanacion,deportes,0
zelensky,2022-03-21,todonoticias,internacional,4
putin,2022-03-21,todonoticias,internacional,5
zelensky,2022-03-21,todonoticias,policiales,0
putin,2022-03-21,todonoticias,policiales,0
zelensky,2022-03-21,todonoticias,deportes,3
putin,2022-03-21,todonoticias,deportes,3
zelensky,2022-03-21,lanacion,seguridad,0
putin,2022-03-21,lanacion,seguridad,0
zelensky,2022-03-21,eldestape,espectaculos,0
putin,2022-03-21,eldestape,espectaculos,0
zelensky,2022-03-21,lanacion,sociedad,0
putin,2022-03-21,lanacion,sociedad,0
zelensky,2022-03-21,todonoticias,musica,0
putin,2022-03-21,todonoticias,musica,0
zelensky,2022-03-21,clarin,policiales,0
putin,2022-03-21,clarin,policiales,0
zelensky,2022-03-21,clarin,economia,0
putin,2022-03-21,clarin,economia,0
zelensky,2022-03-21,lanacion,tecnologia,0
putin,2022-03-21,lanacion,tecnologia,0
zelensky,2022-03-21,lanacion,cultura,0
putin,2022-03-21,lanacion,cultura,0
zelensky,2022-03-21,ambito,sociedad,0
putin,2022-03-21,ambito,sociedad,0
zelensky,2022-03-21,diariodeleuco,todo,0
putin,2022-03-21,diariodeleuco,todo,2
zelensky,2022-03-21,clarin,rural,0
putin,2022-03-21,clarin,rural,0
zelensky,2022-03-21,todonoticias,opinion,0
putin,2022-03-21,todonoticias,opinion,0
zelensky,2022-03-21,paginadoce,internacional,4
putin,2022-03-21,paginadoce,internacional,0
zelensky,2022-03-21,paginadoce,economia,0
putin,2022-03-21,paginadoce,economia,0
zelensky,2022-03-21,infobae,inhouse,0
putin,2022-03-21,infobae,inhouse,0
zelensky,2022-03-21,clarin,politica,0
putin,2022-03-21,clarin,politica,0
zelensky,2022-03-21,clarin,sociedad,0
putin,2022-03-21,clarin,sociedad,0
zelensky,2022-03-21,clarin,viajes,0
putin,2022-03-21,clarin,viajes,0
zelensky,2022-03-21,infobae,salud,0
putin,2022-03-21,infobae,salud,0
zelensky,2022-03-21,todonoticias,estilo,0
putin,2022-03-21,todonoticias,estilo,0
zelensky,2022-03-21,clarin,ciudades,0
putin,2022-03-21,clarin,ciudades,0
zelensky,2022-03-21,perfil,economia,2
putin,2022-03-21,perfil,economia,1
zelensky,2022-03-21,todonoticias,tecno,0
putin,2022-03-21,todonoticias,tecno,0
zelensky,2022-03-21,todonoticias,salud,0
putin,2022-03-21,todonoticias,salud,0
zelensky,2022-03-21,todonoticias,politica,0
putin,2022-03-21,todonoticias,politica,0
zelensky,2022-03-21,perfil,politica,0
putin,2022-03-21,perfil,politica,0
zelensky,2022-03-21,clarin,tecnologia,0
putin,2022-03-21,clarin,tecnologia,0
zelensky,2022-03-21,lanacion,comunidad,0
putin,2022-03-21,lanacion,comunidad,0
zelensky,2022-03-21,eldestape,cultura,0
putin,2022-03-21,eldestape,cultura,0
zelensky,2022-03-21,todonoticias,autos,0
putin,2022-03-21,todonoticias,autos,0
zelensky,2022-03-21,ambito,lifestyle,0
putin,2022-03-21,ambito,lifestyle,0
zelensky,2022-03-21,clarin,buena-vida,0
putin,2022-03-21,clarin,buena-vida,0
zelensky,2022-03-21,ambito,negocios,0
putin,2022-03-21,ambito,negocios,0
zelensky,2022-03-21,perfil,policiales,0
putin,2022-03-21,perfil,policiales,0
zelensky,2022-03-21,paginadoce,deportes,0
putin,2022-03-21,paginadoce,deportes,0
zelensky,2022-03-21,clarin,cultura,0
putin,2022-03-21,clarin,cultura,0
zelensky,2022-03-21,perfil,sociedad,0
putin,2022-03-21,perfil,sociedad,0
zelensky,2022-03-21,clarin,autos,0
putin,2022-03-21,clarin,autos,0
zelensky,2022-03-21,perfil,internacional,1
putin,2022-03-21,perfil,internacional,9
zelensky,2022-03-21,perfil,tecnologia,0
putin,2022-03-21,perfil,tecnologia,0
zelensky,2022-03-21,perfil,opinion,0
putin,2022-03-21,perfil,opinion,2
zelensky,2022-03-21,lanacion,turismo,0
putin,2022-03-21,lanacion,turismo,0
zelensky,2022-03-21,perfil,ciencia,0
putin,2022-03-21,perfil,ciencia,0
zelensky,2022-03-21,lanacion,opinion,0
putin,2022-03-21,lanacion,opinion,9
zelensky,2022-03-21,diariodeleuco,editorial,0
putin,2022-03-21,diariodeleuco,editorial,0
zelensky,2022-03-21,paginadoce,la ventana,0
putin,2022-03-21,paginadoce,la ventana,0
zelensky,2022-03-21,clarin,opinion,0
putin,2022-03-21,clarin,opinion,8
zelensky,2022-03-21,lanacion,moda-y-belleza,0
putin,2022-03-21,lanacion,moda-y-belleza,0
zelensky,2022-03-21,perfil,cultura,0
putin,2022-03-21,perfil,cultura,0
zelensky,2022-03-11,ambito,espectaculos,1
putin,2022-03-11,ambito,espectaculos,0
zelensky,2022-03-11,eldestape,sociedad,0
putin,2022-03-11,eldestape,sociedad,0
zelensky,2022-03-11,ambito,politica,0
putin,2022-03-11,ambito,politica,0
zelensky,2022-03-11,ambito,economia,0
putin,2022-03-11,ambito,economia,0
zelensky,2022-03-11,ambito,sociedad,0
putin,2022-03-11,ambito,sociedad,0
zelensky,2022-03-11,ambito,internacional,47
putin,2022-03-11,ambito,internacional,28
zelensky,2022-03-11,ambito,deportes,0
putin,2022-03-11,ambito,deportes,0
zelensky,2022-03-11,ambito,finanzas,0
putin,2022-03-11,ambito,finanzas,0
zelensky,2022-03-11,ambito,nacional,0
putin,2022-03-11,ambito,nacional,0
zelensky,2022-03-11,perfil,policiales,0
putin,2022-03-11,perfil,policiales,0
zelensky,2022-03-11,ambito,negocios,0
putin,2022-03-11,ambito,negocios,0
zelensky,2022-03-11,paginadoce,rosario12,0
putin,2022-03-11,paginadoce,rosario12,0
zelensky,2022-03-11,paginadoce,las12,0
putin,2022-03-11,paginadoce,las12,0
zelensky,2022-03-11,paginadoce,soy,0
putin,2022-03-11,paginadoce,soy,0
zelensky,2022-03-11,todonoticias,economia,0
putin,2022-03-11,todonoticias,economia,0
zelensky,2022-03-11,todonoticias,sociedad,0
putin,2022-03-11,todonoticias,sociedad,1
zelensky,2022-03-11,paginadoce,sociedad,0
putin,2022-03-11,paginadoce,sociedad,0
zelensky,2022-03-11,eldestape,economia,0
putin,2022-03-11,eldestape,economia,1
zelensky,2022-03-11,eldestape,politica,0
putin,2022-03-11,eldestape,politica,0
zelensky,2022-03-11,perfil,internacional,4
putin,2022-03-11,perfil,internacional,5
zelensky,2022-03-11,infobae,internacional,154
putin,2022-03-11,infobae,internacional,234
zelensky,2022-03-11,lanacion,opinion,3
putin,2022-03-11,lanacion,opinion,7
zelensky,2022-03-11,paginadoce,espectaculos,0
putin,2022-03-11,paginadoce,espectaculos,0
zelensky,2022-03-11,clarin,politica,0
putin,2022-03-11,clarin,politica,0
zelensky,2022-03-11,perfil,politica,0
putin,2022-03-11,perfil,politica,0
zelensky,2022-03-11,infobae,cultura,0
putin,2022-03-11,infobae,cultura,0
zelensky,2022-03-11,paginadoce,politica,0
putin,2022-03-11,paginadoce,politica,0
zelensky,2022-03-11,perfil,deportes,0
putin,2022-03-11,perfil,deportes,0
zelensky,2022-03-11,infobae,espectaculos,0
putin,2022-03-11,infobae,espectaculos,0
zelensky,2022-03-11,clarin,opinion,0
putin,2022-03-11,clarin,opinion,1
zelensky,2022-03-11,clarin,internacional,8
putin,2022-03-11,clarin,internacional,26
zelensky,2022-03-11,perfil,sociedad,0
putin,2022-03-11,perfil,sociedad,0
zelensky,2022-03-11,clarin,deportes,0
putin,2022-03-11,clarin,deportes,1
zelensky,2022-03-11,perfil,economia,1
putin,2022-03-11,perfil,economia,1
zelensky,2022-03-11,todonoticias,espectaculos,0
putin,2022-03-11,todonoticias,espectaculos,0
zelensky,2022-03-11,lanacion,politica,0
putin,2022-03-11,lanacion,politica,0
zelensky,2022-03-11,lanacion,economia,0
putin,2022-03-11,lanacion,economia,5
zelensky,2022-03-11,lanacion,internacional,12
putin,2022-03-11,lanacion,internacional,7
zelensky,2022-03-11,infobae,salud,0
putin,2022-03-11,infobae,salud,0
zelensky,2022-03-11,infobae,tendencias,0
putin,2022-03-11,infobae,tendencias,0
zelensky,2022-03-11,perfil,espectaculos,0
putin,2022-03-11,perfil,espectaculos,0
zelensky,2022-03-11,lanacion,espectaculos,0
putin,2022-03-11,lanacion,espectaculos,1
zelensky,2022-03-11,infobae,opinion,0
putin,2022-03-11,infobae,opinion,8
zelensky,2022-03-11,infobae,sociedad,0
putin,2022-03-11,infobae,sociedad,0
zelensky,2022-03-11,paginadoce,economia,0
putin,2022-03-11,paginadoce,economia,0
zelensky,2022-03-11,eldestape,deportes,0
putin,2022-03-11,eldestape,deportes,0
zelensky,2022-03-11,infobae,politica,0
putin,2022-03-11,infobae,politica,1
zelensky,2022-03-11,infobae,economia,0
putin,2022-03-11,infobae,economia,2
zelensky,2022-03-11,lanacion,seguridad,0
putin,2022-03-11,lanacion,seguridad,0
zelensky,2022-03-11,todonoticias,policiales,0
putin,2022-03-11,todonoticias,policiales,0
zelensky,2022-03-11,eldestape,internacional,15
putin,2022-03-11,eldestape,internacional,22
zelensky,2022-03-11,lanacion,deportes,0
putin,2022-03-11,lanacion,deportes,1
zelensky,2022-03-11,lanacion,sociedad,0
putin,2022-03-11,lanacion,sociedad,0
zelensky,2022-03-11,todonoticias,musica,0
putin,2022-03-11,todonoticias,musica,1
zelensky,2022-03-11,clarin,autos,0
putin,2022-03-11,clarin,autos,0
zelensky,2022-03-11,clarin,economia,0
putin,2022-03-11,clarin,economia,1
zelensky,2022-03-11,todonoticias,politica,0
putin,2022-03-11,todonoticias,politica,0
zelensky,2022-03-11,lanacion,propiedades,0
putin,2022-03-11,lanacion,propiedades,0
zelensky,2022-03-11,clarin,rural,0
putin,2022-03-11,clarin,rural,0
zelensky,2022-03-11,todonoticias,internacional,34
putin,2022-03-11,todonoticias,internacional,40
zelensky,2022-03-11,todonoticias,deportes,0
putin,2022-03-11,todonoticias,deportes,0
zelensky,2022-03-11,todonoticias,estilo,0
putin,2022-03-11,todonoticias,estilo,0
zelensky,2022-03-11,lanacion,cultura,0
putin,2022-03-11,lanacion,cultura,3
zelensky,2022-03-11,diariodeleuco,todo,0
putin,2022-03-11,diariodeleuco,todo,0
zelensky,2022-03-11,infobae,inhouse,0
putin,2022-03-11,infobae,inhouse,0
zelensky,2022-03-11,todonoticias,salud,0
putin,2022-03-11,todonoticias,salud,0
zelensky,2022-03-11,lanacion,buenos-aires,0
putin,2022-03-11,lanacion,buenos-aires,0
zelensky,2022-03-11,todonoticias,autos,0
putin,2022-03-11,todonoticias,autos,0
zelensky,2022-03-11,clarin,sociedad,0
putin,2022-03-11,clarin,sociedad,0
zelensky,2022-03-11,clarin,viajes,0
putin,2022-03-11,clarin,viajes,0
zelensky,2022-03-11,paginadoce,internacional,1
putin,2022-03-11,paginadoce,internacional,4
zelensky,2022-03-11,clarin,espectaculos,0
putin,2022-03-11,clarin,espectaculos,0
zelensky,2022-03-11,todonoticias,tecno,0
putin,2022-03-11,todonoticias,tecno,3
zelensky,2022-03-11,eldestape,cultura,0
putin,2022-03-11,eldestape,cultura,0
zelensky,2022-03-11,lanacion,comunidad,0
putin,2022-03-11,lanacion,comunidad,0
zelensky,2022-03-11,lanacion,tecnologia,0
putin,2022-03-11,lanacion,tecnologia,0
zelensky,2022-03-11,ambito,lifestyle,0
putin,2022-03-11,ambito,lifestyle,0
zelensky,2022-03-11,perfil,opinion,0
putin,2022-03-11,perfil,opinion,0
zelensky,2022-03-11,lanacion,lifestyle,0
putin,2022-03-11,lanacion,lifestyle,0
zelensky,2022-03-11,eldestape,espectaculos,0
putin,2022-03-11,eldestape,espectaculos,0
zelensky,2022-03-11,infobae,deportes,0
putin,2022-03-11,infobae,deportes,0
zelensky,2022-03-11,clarin,buena-vida,0
putin,2022-03-11,clarin,buena-vida,0
zelensky,2022-03-11,clarin,policiales,0
putin,2022-03-11,clarin,policiales,0
zelensky,2022-03-11,clarin,tecnologia,0
putin,2022-03-11,clarin,tecnologia,1
zelensky,2022-03-11,lanacion,autos,0
putin,2022-03-11,lanacion,autos,0
zelensky,2022-03-11,clarin,cultura,0
putin,2022-03-11,clarin,cultura,0
zelensky,2022-03-11,perfil,ciencia,0
putin,2022-03-11,perfil,ciencia,0
zelensky,2022-03-11,todonoticias,opinion,0
putin,2022-03-11,todonoticias,opinion,0
zelensky,2022-03-11,perfil,salud,0
putin,2022-03-11,perfil,salud,0
zelensky,2022-03-11,clarin,ciudades,0
putin,2022-03-11,clarin,ciudades,0
zelensky,2022-03-11,paginadoce,deportes,0
putin,2022-03-11,paginadoce,deportes,0
zelensky,2022-03-11,perfil,cultura,0
putin,2022-03-11,perfil,cultura,0
zelensky,2022-03-11,perfil,tecnologia,0
putin,2022-03-11,perfil,tecnologia,0
zelensky,2022-03-11,ambito,opinion,0
putin,2022-03-11,ambito,opinion,0
zelensky,2022-03-11,clarin,cartas-al-pais,0
putin,2022-03-11,clarin,cartas-al-pais,0
zelensky,2022-03-11,diariodeleuco,editorial,0
putin,2022-03-11,diariodeleuco,editorial,0
zelensky,2022-03-11,paginadoce,no,0
putin,2022-03-11,paginadoce,no,0
zelensky,2022-03-11,casarosada,alberto,0
putin,2022-03-11,casarosada,alberto,0
zelensky,2022-02-26,ambito,sociedad,0
putin,2022-02-26,ambito,sociedad,0
zelensky,2022-02-26,ambito,internacional,27
putin,2022-02-26,ambito,internacional,7
zelensky,2022-02-26,ambito,finanzas,0
putin,2022-02-26,ambito,finanzas,0
zelensky,2022-02-26,ambito,negocios,0
putin,2022-02-26,ambito,negocios,0
zelensky,2022-02-26,ambito,lifestyle,0
putin,2022-02-26,ambito,lifestyle,0
zelensky,2022-02-26,ambito,opinion,0
putin,2022-02-26,ambito,opinion,0
zelensky,2022-02-26,infobae,internacional,334
putin,2022-02-26,infobae,internacional,352
zelensky,2022-02-26,paginadoce,rosario12,0
putin,2022-02-26,paginadoce,rosario12,0
zelensky,2022-02-26,paginadoce,internacional,14
putin,2022-02-26,paginadoce,internacional,21
zelensky,2022-02-26,infobae,inhouse,0
putin,2022-02-26,infobae,inhouse,0
zelensky,2022-02-26,paginadoce,deportes,0
putin,2022-02-26,paginadoce,deportes,1
zelensky,2022-02-26,todonoticias,sociedad,0
putin,2022-02-26,todonoticias,sociedad,0
zelensky,2022-02-26,eldestape,politica,0
putin,2022-02-26,eldestape,politica,0
zelensky,2022-02-26,eldestape,economia,0
putin,2022-02-26,eldestape,economia,0
zelensky,2022-02-26,perfil,sociedad,0
putin,2022-02-26,perfil,sociedad,0
zelensky,2022-02-26,todonoticias,espectaculos,0
putin,2022-02-26,todonoticias,espectaculos,0
zelensky,2022-02-26,paginadoce,politica,0
putin,2022-02-26,paginadoce,politica,3
zelensky,2022-02-26,paginadoce,espectaculos,0
putin,2022-02-26,paginadoce,espectaculos,0
zelensky,2022-02-26,perfil,deportes,0
putin,2022-02-26,perfil,deportes,1
zelensky,2022-02-26,infobae,opinion,3
putin,2022-02-26,infobae,opinion,28
zelensky,2022-02-26,infobae,cultura,0
putin,2022-02-26,infobae,cultura,0
zelensky,2022-02-26,infobae,politica,2
putin,2022-02-26,infobae,politica,18
zelensky,2022-02-26,infobae,salud,0
putin,2022-02-26,infobae,salud,0
zelensky,2022-02-26,lanacion,sociedad,0
putin,2022-02-26,lanacion,sociedad,1
zelensky,2022-02-26,infobae,economia,0
putin,2022-02-26,infobae,economia,3
zelensky,2022-02-26,eldestape,internacional,73
putin,2022-02-26,eldestape,internacional,40
zelensky,2022-02-26,infobae,deportes,0
putin,2022-02-26,infobae,deportes,0
zelensky,2022-02-26,clarin,sociedad,1
putin,2022-02-26,clarin,sociedad,2
zelensky,2022-02-26,infobae,espectaculos,0
putin,2022-02-26,infobae,espectaculos,0
zelensky,2022-02-26,infobae,sociedad,0
putin,2022-02-26,infobae,sociedad,2
zelensky,2022-02-26,infobae,tendencias,0
putin,2022-02-26,infobae,tendencias,0
zelensky,2022-02-26,lanacion,opinion,0
putin,2022-02-26,lanacion,opinion,16
zelensky,2022-02-26,perfil,politica,0
putin,2022-02-26,perfil,politica,2
zelensky,2022-02-26,paginadoce,economia,0
putin,2022-02-26,paginadoce,economia,0
zelensky,2022-02-26,lanacion,internacional,15
putin,2022-02-26,lanacion,internacional,23
zelensky,2022-02-26,lanacion,espectaculos,2
putin,2022-02-26,lanacion,espectaculos,3
zelensky,2022-02-26,perfil,internacional,16
putin,2022-02-26,perfil,internacional,18
zelensky,2022-02-26,eldestape,deportes,1
putin,2022-02-26,eldestape,deportes,1
zelensky,2022-02-26,infobae,tecno,0
putin,2022-02-26,infobae,tecno,5
zelensky,2022-02-26,lanacion,economia,1
putin,2022-02-26,lanacion,economia,2
zelensky,2022-02-26,perfil,opinion,3
putin,2022-02-26,perfil,opinion,21
zelensky,2022-02-26,clarin,internacional,39
putin,2022-02-26,clarin,internacional,53
zelensky,2022-02-26,perfil,cultura,0
putin,2022-02-26,perfil,cultura,0
zelensky,2022-02-26,clarin,deportes,0
putin,2022-02-26,clarin,deportes,0
zelensky,2022-02-26,todonoticias,salud,0
putin,2022-02-26,todonoticias,salud,0
zelensky,2022-02-26,perfil,policiales,0
putin,2022-02-26,perfil,policiales,0
zelensky,2022-02-26,todonoticias,opinion,2
putin,2022-02-26,todonoticias,opinion,10
zelensky,2022-02-26,lanacion,deportes,0
putin,2022-02-26,lanacion,deportes,4
zelensky,2022-02-26,todonoticias,deportes,2
putin,2022-02-26,todonoticias,deportes,6
zelensky,2022-02-26,perfil,espectaculos,0
putin,2022-02-26,perfil,espectaculos,0
zelensky,2022-02-26,todonoticias,internacional,50
putin,2022-02-26,todonoticias,internacional,61
zelensky,2022-02-26,todonoticias,policiales,0
putin,2022-02-26,todonoticias,policiales,0
zelensky,2022-02-26,todonoticias,tecno,4
putin,2022-02-26,todonoticias,tecno,2
zelensky,2022-02-26,todonoticias,politica,0
putin,2022-02-26,todonoticias,politica,0
zelensky,2022-02-26,todonoticias,economia,2
putin,2022-02-26,todonoticias,economia,3
zelensky,2022-02-26,lanacion,cultura,0
putin,2022-02-26,lanacion,cultura,0
zelensky,2022-02-26,clarin,economia,0
putin,2022-02-26,clarin,economia,0
zelensky,2022-02-26,todonoticias,musica,0
putin,2022-02-26,todonoticias,musica,0
zelensky,2022-02-26,todonoticias,estilo,0
putin,2022-02-26,todonoticias,estilo,0
zelensky,2022-02-26,lanacion,lifestyle,0
putin,2022-02-26,lanacion,lifestyle,0
zelensky,2022-02-26,ambito,deportes,0
putin,2022-02-26,ambito,deportes,1
zelensky,2022-02-26,lanacion,seguridad,0
putin,2022-02-26,lanacion,seguridad,0
zelensky,2022-02-26,clarin,espectaculos,0
putin,2022-02-26,clarin,espectaculos,0
zelensky,2022-02-26,eldestape,espectaculos,0
putin,2022-02-26,eldestape,espectaculos,0
zelensky,2022-02-26,eldestape,sociedad,0
putin,2022-02-26,eldestape,sociedad,0
zelensky,2022-02-26,perfil,economia,0
putin,2022-02-26,perfil,economia,0
zelensky,2022-02-26,lanacion,politica,0
putin,2022-02-26,lanacion,politica,6
zelensky,2022-02-26,eldestape,cultura,0
putin,2022-02-26,eldestape,cultura,0
zelensky,2022-02-26,paginadoce,sociedad,0
putin,2022-02-26,paginadoce,sociedad,0
zelensky,2022-02-26,todonoticias,autos,0
putin,2022-02-26,todonoticias,autos,0
zelensky,2022-02-26,clarin,tecnologia,0
putin,2022-02-26,clarin,tecnologia,2
zelensky,2022-02-26,clarin,opinion,2
putin,2022-02-26,clarin,opinion,15
zelensky,2022-02-26,ambito,politica,0
putin,2022-02-26,ambito,politica,0
zelensky,2022-02-26,clarin,cultura,0
putin,2022-02-26,clarin,cultura,0
zelensky,2022-02-26,paginadoce,cultura,0
putin,2022-02-26,paginadoce,cultura,0
zelensky,2022-02-26,ambito,economia,0
putin,2022-02-26,ambito,economia,0
zelensky,2022-02-26,perfil,salud,0
putin,2022-02-26,perfil,salud,0
zelensky,2022-02-26,clarin,politica,0
putin,2022-02-26,clarin,politica,16
zelensky,2022-03-26,ambito,sociedad,0
putin,2022-03-26,ambito,sociedad,0
zelensky,2022-03-26,ambito,espectaculos,0
putin,2022-03-26,ambito,espectaculos,0
zelensky,2022-03-26,ambito,finanzas,0
putin,2022-03-26,ambito,finanzas,0
zelensky,2022-03-26,ambito,negocios,0
putin,2022-03-26,ambito,negocios,0
zelensky,2022-03-26,ambito,lifestyle,0
putin,2022-03-26,ambito,lifestyle,0
zelensky,2022-03-26,ambito,opinion,0
putin,2022-03-26,ambito,opinion,0
zelensky,2022-03-26,paginadoce,rosario12,0
putin,2022-03-26,paginadoce,rosario12,0
zelensky,2022-03-26,clarin,deportes,0
putin,2022-03-26,clarin,deportes,0
zelensky,2022-03-26,infobae,inhouse,0
putin,2022-03-26,infobae,inhouse,0
zelensky,2022-03-26,infobae,internacional,73
putin,2022-03-26,infobae,internacional,108
zelensky,2022-03-26,infobae,deportes,0
putin,2022-03-26,infobae,deportes,0
zelensky,2022-03-26,perfil,deportes,0
putin,2022-03-26,perfil,deportes,0
zelensky,2022-03-26,todonoticias,sociedad,0
putin,2022-03-26,todonoticias,sociedad,0
zelensky,2022-03-26,clarin,internacional,2
putin,2022-03-26,clarin,internacional,4
zelensky,2022-03-26,eldestape,economia,0
putin,2022-03-26,eldestape,economia,0
zelensky,2022-03-26,eldestape,politica,0
putin,2022-03-26,eldestape,politica,0
zelensky,2022-03-26,eldestape,internacional,13
putin,2022-03-26,eldestape,internacional,25
zelensky,2022-03-26,infobae,espectaculos,0
putin,2022-03-26,infobae,espectaculos,0
zelensky,2022-03-26,paginadoce,espectaculos,0
putin,2022-03-26,paginadoce,espectaculos,0
zelensky,2022-03-26,clarin,rural,0
putin,2022-03-26,clarin,rural,0
zelensky,2022-03-26,lanacion,espectaculos,0
putin,2022-03-26,lanacion,espectaculos,0
zelensky,2022-03-26,perfil,politica,0
putin,2022-03-26,perfil,politica,0
zelensky,2022-03-26,infobae,cultura,0
putin,2022-03-26,infobae,cultura,0
zelensky,2022-03-26,todonoticias,musica,0
putin,2022-03-26,todonoticias,musica,0
zelensky,2022-03-26,perfil,economia,0
putin,2022-03-26,perfil,economia,0
zelensky,2022-03-26,lanacion,internacional,9
putin,2022-03-26,lanacion,internacional,16
zelensky,2022-03-26,clarin,espectaculos,0
putin,2022-03-26,clarin,espectaculos,0
zelensky,2022-03-26,paginadoce,politica,0
putin,2022-03-26,paginadoce,politica,0
zelensky,2022-03-26,paginadoce,economia,0
putin,2022-03-26,paginadoce,economia,0
zelensky,2022-03-26,lanacion,cultura,0
putin,2022-03-26,lanacion,cultura,0
zelensky,2022-03-26,infobae,opinion,0
putin,2022-03-26,infobae,opinion,3
zelensky,2022-03-26,infobae,sociedad,0
putin,2022-03-26,infobae,sociedad,0
zelensky,2022-03-26,infobae,politica,0
putin,2022-03-26,infobae,politica,0
zelensky,2022-03-26,lanacion,economia,0
putin,2022-03-26,lanacion,economia,0
zelensky,2022-03-26,infobae,economia,0
putin,2022-03-26,infobae,economia,0
zelensky,2022-03-26,perfil,opinion,0
putin,2022-03-26,perfil,opinion,0
zelensky,2022-03-26,clarin,policiales,0
putin,2022-03-26,clarin,policiales,0
zelensky,2022-03-26,perfil,internacional,1
putin,2022-03-26,perfil,internacional,3
zelensky,2022-03-26,clarin,sociedad,0
putin,2022-03-26,clarin,sociedad,4
zelensky,2022-03-26,perfil,cultura,0
putin,2022-03-26,perfil,cultura,0
zelensky,2022-03-26,todonoticias,salud,0
putin,2022-03-26,todonoticias,salud,0
zelensky,2022-03-26,todonoticias,espectaculos,0
putin,2022-03-26,todonoticias,espectaculos,0
zelensky,2022-03-26,todonoticias,opinion,8
putin,2022-03-26,todonoticias,opinion,7
zelensky,2022-03-26,todonoticias,politica,0
putin,2022-03-26,todonoticias,politica,0
zelensky,2022-03-26,todonoticias,policiales,0
putin,2022-03-26,todonoticias,policiales,0
zelensky,2022-03-26,eldestape,espectaculos,0
putin,2022-03-26,eldestape,espectaculos,0
zelensky,2022-03-26,lanacion,autos,0
putin,2022-03-26,lanacion,autos,0
zelensky,2022-03-26,todonoticias,tecno,0
putin,2022-03-26,todonoticias,tecno,4
zelensky,2022-03-26,lanacion,deportes,0
putin,2022-03-26,lanacion,deportes,0
