topico,fecha,diario,seccion,freq
copitos,2022-09-30,clarin,espectaculos,0
odio,2022-09-30,clarin,espectaculos,0
copitos,2022-09-30,paginadoce,politica,1
odio,2022-09-30,paginadoce,politica,2
copitos,2022-09-30,ambito,lifestyle,0
odio,2022-09-30,ambito,lifestyle,0
copitos,2022-09-30,todonoticias,salud,0
odio,2022-09-30,todonoticias,salud,0
copitos,2022-09-30,clarin,rural,0
odio,2022-09-30,clarin,rural,0
copitos,2022-09-30,eldestape,cultura,0
odio,2022-09-30,eldestape,cultura,0
copitos,2022-09-30,clarin,policiales,0
odio,2022-09-30,clarin,policiales,0
copitos,2022-09-30,lanacion,sociedad,0
odio,2022-09-30,lanacion,sociedad,1
copitos,2022-09-30,clarin,opinion,0
odio,2022-09-30,clarin,opinion,1
copitos,2022-09-30,clarin,autos,0
odio,2022-09-30,clarin,autos,0
copitos,2022-09-30,perfil,opinion,0
odio,2022-09-30,perfil,opinion,0
copitos,2022-09-30,paginadoce,no,0
odio,2022-09-30,paginadoce,no,0
copitos,2022-09-30,todonoticias,autos,0
odio,2022-09-30,todonoticias,autos,0
copitos,2022-09-30,clarin,tecnologia,0
odio,2022-09-30,clarin,tecnologia,0
copitos,2022-09-30,lanacion,buenos-aires,0
odio,2022-09-30,lanacion,buenos-aires,0
copitos,2022-09-30,lanacion,comunidad,0
odio,2022-09-30,lanacion,comunidad,0
copitos,2022-09-30,paginadoce,deportes,0
odio,2022-09-30,paginadoce,deportes,0
copitos,2022-09-30,perfil,salud,0
odio,2022-09-30,perfil,salud,0
copitos,2022-09-30,clarin,cultura,0
odio,2022-09-30,clarin,cultura,0
copitos,2022-09-30,perfil,ciencia,0
odio,2022-09-30,perfil,ciencia,0
copitos,2022-09-30,lanacion,propiedades,0
odio,2022-09-30,lanacion,propiedades,0
copitos,2022-09-30,diariodeleuco,editorial,0
odio,2022-09-30,diariodeleuco,editorial,0
copitos,2022-09-30,lanacion,salud,0
odio,2022-09-30,lanacion,salud,0
copitos,2022-08-30,perfil,politica,0
odio,2022-08-30,perfil,politica,0
copitos,2022-08-30,perfil,espectaculos,0
odio,2022-08-30,perfil,espectaculos,0
copitos,2022-08-30,casarosada,alberto,0
odio,2022-08-30,casarosada,alberto,0
copitos,2022-08-30,perfil,internacional,0
odio,2022-08-30,perfil,internacional,0
copitos,2022-08-30,perfil,economia,0
odio,2022-08-30,perfil,economia,0
copitos,2022-08-30,perfil,deportes,0
odio,2022-08-30,perfil,deportes,0
copitos,2022-08-30,perfil,sociedad,0
odio,2022-08-30,perfil,sociedad,0
copitos,2022-08-30,lanacion,espectaculos,0
odio,2022-08-30,lanacion,espectaculos,0
copitos,2022-08-30,paginadoce,rosario12,0
odio,2022-08-30,paginadoce,rosario12,0
copitos,2022-08-30,clarin,politica,0
odio,2022-08-30,clarin,politica,0
copitos,2022-08-30,clarin,sociedad,0
odio,2022-08-30,clarin,sociedad,0
copitos,2022-08-30,infobae,internacional,0
odio,2022-08-30,infobae,internacional,0
copitos,2022-08-30,infobae,opinion,0
odio,2022-08-30,infobae,opinion,0
copitos,2022-08-30,infobae,inhouse,0
odio,2022-08-30,infobae,inhouse,0
copitos,2022-08-30,ambito,politica,0
odio,2022-08-30,ambito,politica,0
copitos,2022-08-30,ambito,economia,0
odio,2022-08-30,ambito,economia,0
copitos,2022-08-30,ambito,sociedad,0
odio,2022-08-30,ambito,sociedad,0
copitos,2022-08-30,ambito,internacional,0
odio,2022-08-30,ambito,internacional,0
copitos,2022-08-30,ambito,espectaculos,0
odio,2022-08-30,ambito,espectaculos,0
copitos,2022-08-30,ambito,finanzas,0
odio,2022-08-30,ambito,finanzas,0
copitos,2022-08-30,ambito,negocios,0
odio,2022-08-30,ambito,negocios,0
copitos,2022-08-30,ambito,novedades-fiscales,0
odio,2022-08-30,ambito,novedades-fiscales,0
copitos,2022-08-30,ambito,nacional,0
odio,2022-08-30,ambito,nacional,0
copitos,2022-08-30,todonoticias,espectaculos,0
odio,2022-08-30,todonoticias,espectaculos,0
copitos,2022-08-30,todonoticias,sociedad,0
odio,2022-08-30,todonoticias,sociedad,0
copitos,2022-08-30,todonoticias,economia,0
odio,2022-08-30,todonoticias,economia,0
copitos,2022-08-30,paginadoce,espectaculos,0
odio,2022-08-30,paginadoce,espectaculos,0
copitos,2022-08-30,paginadoce,plastica,0
odio,2022-08-30,paginadoce,plastica,0
copitos,2022-08-30,paginadoce,politica,0
odio,2022-08-30,paginadoce,politica,0
copitos,2022-08-30,paginadoce,sociedad,0
odio,2022-08-30,paginadoce,sociedad,0
copitos,2022-08-30,clarin,economia,0
odio,2022-08-30,clarin,economia,0
copitos,2022-08-30,clarin,deportes,0
odio,2022-08-30,clarin,deportes,0
copitos,2022-08-30,eldestape,politica,0
odio,2022-08-30,eldestape,politica,0
copitos,2022-08-30,eldestape,economia,0
odio,2022-08-30,eldestape,economia,0
copitos,2022-08-30,eldestape,sociedad,0
odio,2022-08-30,eldestape,sociedad,0
copitos,2022-08-30,infobae,sociedad,0
odio,2022-08-30,infobae,sociedad,0
copitos,2022-08-30,infobae,cultura,0
odio,2022-08-30,infobae,cultura,0
copitos,2022-08-30,infobae,deportes,0
odio,2022-08-30,infobae,deportes,0
copitos,2022-08-30,infobae,salud,0
odio,2022-08-30,infobae,salud,0
copitos,2022-08-30,infobae,politica,0
odio,2022-08-30,infobae,politica,0
copitos,2022-08-30,infobae,economia,0
odio,2022-08-30,infobae,economia,0
copitos,2022-08-30,infobae,espectaculos,0
odio,2022-08-30,infobae,espectaculos,0
copitos,2022-08-30,clarin,policiales,0
odio,2022-08-30,clarin,policiales,0
copitos,2022-08-30,infobae,tendencias,0
odio,2022-08-30,infobae,tendencias,0
copitos,2022-08-30,perfil,opinion,0
odio,2022-08-30,perfil,opinion,0
copitos,2022-08-30,clarin,espectaculos,0
odio,2022-08-30,clarin,espectaculos,0
copitos,2022-08-30,eldestape,deportes,0
odio,2022-08-30,eldestape,deportes,0
copitos,2022-08-30,todonoticias,policiales,0
odio,2022-08-30,todonoticias,policiales,0
copitos,2022-08-30,todonoticias,opinion,0
odio,2022-08-30,todonoticias,opinion,0
copitos,2022-08-30,todonoticias,politica,0
odio,2022-08-30,todonoticias,politica,0
copitos,2022-08-30,clarin,viva,0
odio,2022-08-30,clarin,viva,0
copitos,2022-08-30,eldestape,internacional,0
odio,2022-08-30,eldestape,internacional,0
copitos,2022-08-30,todonoticias,deportes,0
odio,2022-08-30,todonoticias,deportes,0
copitos,2022-08-30,clarin,internacional,0
odio,2022-08-30,clarin,internacional,0
copitos,2022-08-30,todonoticias,estilo,0
odio,2022-08-30,todonoticias,estilo,0
copitos,2022-08-30,perfil,policiales,0
odio,2022-08-30,perfil,policiales,0
copitos,2022-08-30,diariodeleuco,todo,0
odio,2022-08-30,diariodeleuco,todo,0
copitos,2022-08-30,todonoticias,musica,0
odio,2022-08-30,todonoticias,musica,0
copitos,2022-08-30,eldestape,espectaculos,0
odio,2022-08-30,eldestape,espectaculos,0
copitos,2022-08-30,todonoticias,salud,0
odio,2022-08-30,todonoticias,salud,0
copitos,2022-08-30,perfil,cultura,0
odio,2022-08-30,perfil,cultura,0
copitos,2022-08-30,todonoticias,internacional,0
odio,2022-08-30,todonoticias,internacional,0
copitos,2022-08-30,clarin,viajes,0
odio,2022-08-30,clarin,viajes,0
copitos,2022-08-30,clarin,autos,0
odio,2022-08-30,clarin,autos,0
copitos,2022-08-30,clarin,ciudades,0
odio,2022-08-30,clarin,ciudades,0
copitos,2022-08-30,todonoticias,tecno,0
odio,2022-08-30,todonoticias,tecno,0
copitos,2022-08-30,paginadoce,internacional,0
odio,2022-08-30,paginadoce,internacional,0
copitos,2022-08-30,clarin,rural,0
odio,2022-08-30,clarin,rural,0
copitos,2022-08-30,paginadoce,deportes,0
odio,2022-08-30,paginadoce,deportes,0
copitos,2022-08-30,lanacion,economia,0
odio,2022-08-30,lanacion,economia,0
copitos,2022-08-30,lanacion,tecnologia,0
odio,2022-08-30,lanacion,tecnologia,0
copitos,2022-08-30,lanacion,deportes,0
odio,2022-08-30,lanacion,deportes,0
copitos,2022-08-30,lanacion,internacional,0
odio,2022-08-30,lanacion,internacional,0
copitos,2022-08-30,lanacion,seguridad,0
odio,2022-08-30,lanacion,seguridad,0
copitos,2022-08-30,lanacion,politica,0
odio,2022-08-30,lanacion,politica,0
copitos,2022-08-30,lanacion,sociedad,0
odio,2022-08-30,lanacion,sociedad,0
copitos,2022-08-30,lanacion,propiedades,0
odio,2022-08-30,lanacion,propiedades,0
copitos,2022-08-30,paginadoce,economia,0
odio,2022-08-30,paginadoce,economia,0
copitos,2022-08-30,ambito,deportes,0
odio,2022-08-30,ambito,deportes,0
copitos,2022-08-30,ambito,lifestyle,0
odio,2022-08-30,ambito,lifestyle,0
copitos,2022-08-30,eldestape,cultura,0
odio,2022-08-30,eldestape,cultura,0
copitos,2022-08-30,todonoticias,autos,0
odio,2022-08-30,todonoticias,autos,0
copitos,2022-08-30,clarin,tecnologia,0
odio,2022-08-30,clarin,tecnologia,0
copitos,2022-08-30,lanacion,comunidad,0
odio,2022-08-30,lanacion,comunidad,0
copitos,2022-08-30,lanacion,autos,0
odio,2022-08-30,lanacion,autos,0
copitos,2022-08-30,perfil,salud,0
odio,2022-08-30,perfil,salud,0
copitos,2022-08-30,paginadoce,ciencia,0
odio,2022-08-30,paginadoce,ciencia,0
copitos,2022-08-30,clarin,arq,0
odio,2022-08-30,clarin,arq,0
copitos,2022-08-30,clarin,cultura,0
odio,2022-08-30,clarin,cultura,0
copitos,2022-08-30,lanacion,cultura,0
odio,2022-08-30,lanacion,cultura,0
copitos,2022-08-30,clarin,opinion,0
odio,2022-08-30,clarin,opinion,0
copitos,2022-08-30,diariodeleuco,editorial,0
odio,2022-08-30,diariodeleuco,editorial,0
copitos,2022-08-30,lanacion,salud,0
odio,2022-08-30,lanacion,salud,0
copitos,2022-08-30,paginadoce,no,0
odio,2022-08-30,paginadoce,no,0
copitos,2022-08-30,lanacion,lifestyle,0
odio,2022-08-30,lanacion,lifestyle,0
copitos,2022-08-30,clarin,cartas-al-pais,0
odio,2022-08-30,clarin,cartas-al-pais,0
copitos,2022-09-05,perfil,internacional,0
odio,2022-09-05,perfil,internacional,0
copitos,2022-09-05,perfil,espectaculos,0
odio,2022-09-05,perfil,espectaculos,0
copitos,2022-09-05,perfil,deportes,0
odio,2022-09-05,perfil,deportes,0
copitos,2022-09-05,perfil,politica,0
odio,2022-09-05,perfil,politica,3
copitos,2022-09-05,paginadoce,economia,0
odio,2022-09-05,paginadoce,economia,0
copitos,2022-09-05,paginadoce,sociedad,0
odio,2022-09-05,paginadoce,sociedad,0
copitos,2022-09-05,clarin,politica,0
odio,2022-09-05,clarin,politica,6
copitos,2022-09-05,infobae,internacional,0
odio,2022-09-05,infobae,internacional,0
copitos,2022-09-05,infobae,deportes,0
odio,2022-09-05,infobae,deportes,0
copitos,2022-09-05,infobae,inhouse,0
odio,2022-09-05,infobae,inhouse,0
copitos,2022-09-05,ambito,politica,0
odio,2022-09-05,ambito,politica,2
copitos,2022-09-05,ambito,economia,0
odio,2022-09-05,ambito,economia,0
copitos,2022-09-05,ambito,sociedad,0
odio,2022-09-05,ambito,sociedad,0
copitos,2022-09-05,ambito,internacional,0
odio,2022-09-05,ambito,internacional,0
copitos,2022-09-05,ambito,espectaculos,0
odio,2022-09-05,ambito,espectaculos,0
copitos,2022-09-05,ambito,finanzas,0
odio,2022-09-05,ambito,finanzas,0
copitos,2022-09-05,ambito,nacional,0
odio,2022-09-05,ambito,nacional,1
copitos,2022-09-05,todonoticias,espectaculos,0
odio,2022-09-05,todonoticias,espectaculos,0
copitos,2022-09-05,todonoticias,sociedad,0
odio,2022-09-05,todonoticias,sociedad,0
copitos,2022-09-05,todonoticias,musica,0
odio,2022-09-05,todonoticias,musica,0
copitos,2022-09-05,todonoticias,deportes,0
odio,2022-09-05,todonoticias,deportes,0
copitos,2022-09-05,todonoticias,economia,0
odio,2022-09-05,todonoticias,economia,0
copitos,2022-09-05,paginadoce,espectaculos,0
odio,2022-09-05,paginadoce,espectaculos,0
copitos,2022-09-05,paginadoce,politica,0
odio,2022-09-05,paginadoce,politica,6
copitos,2022-09-05,eldestape,politica,0
odio,2022-09-05,eldestape,politica,9
copitos,2022-09-05,eldestape,economia,0
odio,2022-09-05,eldestape,economia,0
copitos,2022-09-05,eldestape,sociedad,0
odio,2022-09-05,eldestape,sociedad,0
copitos,2022-09-05,infobae,espectaculos,0
odio,2022-09-05,infobae,espectaculos,0
copitos,2022-09-05,infobae,cultura,0
odio,2022-09-05,infobae,cultura,0
copitos,2022-09-05,ambito,deportes,0
odio,2022-09-05,ambito,deportes,0
copitos,2022-09-05,infobae,politica,0
odio,2022-09-05,infobae,politica,6
copitos,2022-09-05,infobae,sociedad,0
odio,2022-09-05,infobae,sociedad,0
copitos,2022-09-05,infobae,tendencias,0
odio,2022-09-05,infobae,tendencias,0
copitos,2022-09-05,infobae,economia,0
odio,2022-09-05,infobae,economia,0
copitos,2022-09-05,infobae,salud,0
odio,2022-09-05,infobae,salud,0
copitos,2022-09-05,infobae,opinion,0
odio,2022-09-05,infobae,opinion,1
copitos,2022-09-05,infobae,campo,0
odio,2022-09-05,infobae,campo,0
copitos,2022-09-05,clarin,deportes,0
odio,2022-09-05,clarin,deportes,0
copitos,2022-09-05,clarin,economia,0
odio,2022-09-05,clarin,economia,0
copitos,2022-09-05,eldestape,deportes,0
odio,2022-09-05,eldestape,deportes,1
copitos,2022-09-05,clarin,internacional,0
odio,2022-09-05,clarin,internacional,0
copitos,2022-09-05,todonoticias,policiales,0
odio,2022-09-05,todonoticias,policiales,0
copitos,2022-09-05,todonoticias,politica,0
odio,2022-09-05,todonoticias,politica,0
copitos,2022-09-05,todonoticias,internacional,0
odio,2022-09-05,todonoticias,internacional,0
copitos,2022-09-05,clarin,sociedad,0
odio,2022-09-05,clarin,sociedad,0
copitos,2022-09-05,eldestape,internacional,0
odio,2022-09-05,eldestape,internacional,0
copitos,2022-09-05,perfil,economia,0
odio,2022-09-05,perfil,economia,0
copitos,2022-09-05,perfil,policiales,0
odio,2022-09-05,perfil,policiales,0
copitos,2022-09-05,clarin,opinion,0
odio,2022-09-05,clarin,opinion,10
copitos,2022-09-05,clarin,rural,0
odio,2022-09-05,clarin,rural,0
copitos,2022-09-05,perfil,sociedad,0
odio,2022-09-05,perfil,sociedad,0
copitos,2022-09-05,todonoticias,opinion,0
odio,2022-09-05,todonoticias,opinion,0
copitos,2022-09-05,eldestape,cultura,0
odio,2022-09-05,eldestape,cultura,6
copitos,2022-09-05,eldestape,espectaculos,0
odio,2022-09-05,eldestape,espectaculos,0
copitos,2022-09-05,todonoticias,estilo,0
odio,2022-09-05,todonoticias,estilo,0
copitos,2022-09-05,perfil,cultura,0
odio,2022-09-05,perfil,cultura,0
copitos,2022-09-05,clarin,espectaculos,0
odio,2022-09-05,clarin,espectaculos,0
copitos,2022-09-05,lanacion,politica,0
odio,2022-09-05,lanacion,politica,7
copitos,2022-09-05,lanacion,internacional,0
odio,2022-09-05,lanacion,internacional,0
copitos,2022-09-05,lanacion,economia,0
odio,2022-09-05,lanacion,economia,0
copitos,2022-09-05,lanacion,deportes,0
odio,2022-09-05,lanacion,deportes,0
copitos,2022-09-05,lanacion,espectaculos,0
odio,2022-09-05,lanacion,espectaculos,0
copitos,2022-09-05,lanacion,seguridad,0
odio,2022-09-05,lanacion,seguridad,0
copitos,2022-09-05,lanacion,autos,0
odio,2022-09-05,lanacion,autos,0
copitos,2022-09-05,ambito,lifestyle,0
odio,2022-09-05,ambito,lifestyle,0
copitos,2022-09-05,paginadoce,internacional,0
odio,2022-09-05,paginadoce,internacional,1
copitos,2022-09-05,diariodeleuco,todo,0
odio,2022-09-05,diariodeleuco,todo,1
copitos,2022-09-05,lanacion,cultura,0
odio,2022-09-05,lanacion,cultura,0
copitos,2022-09-05,clarin,policiales,0
odio,2022-09-05,clarin,policiales,0
copitos,2022-09-05,lanacion,tecnologia,0
odio,2022-09-05,lanacion,tecnologia,0
copitos,2022-09-05,todonoticias,salud,0
odio,2022-09-05,todonoticias,salud,0
copitos,2022-09-05,todonoticias,tecno,0
odio,2022-09-05,todonoticias,tecno,0
copitos,2022-09-05,lanacion,propiedades,0
odio,2022-09-05,lanacion,propiedades,0
copitos,2022-09-05,ambito,opinion,0
odio,2022-09-05,ambito,opinion,0
copitos,2022-09-05,paginadoce,deportes,0
odio,2022-09-05,paginadoce,deportes,0
copitos,2022-09-05,paginadoce,rosario12,0
odio,2022-09-05,paginadoce,rosario12,0
copitos,2022-09-05,perfil,opinion,0
odio,2022-09-05,perfil,opinion,1
copitos,2022-09-05,ambito,negocios,0
odio,2022-09-05,ambito,negocios,0
copitos,2022-09-05,lanacion,sociedad,0
odio,2022-09-05,lanacion,sociedad,0
copitos,2022-09-05,eldestape,ciencia,0
odio,2022-09-05,eldestape,ciencia,0
copitos,2022-09-05,todonoticias,autos,0
odio,2022-09-05,todonoticias,autos,0
copitos,2022-09-05,paginadoce,cultura,0
odio,2022-09-05,paginadoce,cultura,0
copitos,2022-09-05,clarin,autos,0
odio,2022-09-05,clarin,autos,0
copitos,2022-09-05,clarin,tecnologia,0
odio,2022-09-05,clarin,tecnologia,0
copitos,2022-09-05,perfil,ciencia,0
odio,2022-09-05,perfil,ciencia,0
copitos,2022-09-05,clarin,ciudades,0
odio,2022-09-05,clarin,ciudades,0
copitos,2022-09-05,perfil,salud,0
odio,2022-09-05,perfil,salud,0
copitos,2022-09-05,clarin,cultura,0
odio,2022-09-05,clarin,cultura,0
copitos,2022-09-05,paginadoce,las12,0
odio,2022-09-05,paginadoce,las12,0
copitos,2022-09-05,lanacion,buenos-aires,0
odio,2022-09-05,lanacion,buenos-aires,0
copitos,2022-09-05,clarin,viajes,0
odio,2022-09-05,clarin,viajes,0
copitos,2022-09-05,diariodeleuco,editorial,0
odio,2022-09-05,diariodeleuco,editorial,5
copitos,2022-09-05,clarin,arq,0
odio,2022-09-05,clarin,arq,0
copitos,2022-09-05,clarin,cartas-al-pais,0
odio,2022-09-05,clarin,cartas-al-pais,0
copitos,2022-09-05,ambito,novedades-fiscales,0
odio,2022-09-05,ambito,novedades-fiscales,0
copitos,2022-09-05,lanacion,salud,0
odio,2022-09-05,lanacion,salud,0
copitos,2022-09-24,perfil,sociedad,0
odio,2022-09-24,perfil,sociedad,0
copitos,2022-09-24,perfil,espectaculos,0
odio,2022-09-24,perfil,espectaculos,0
copitos,2022-09-24,perfil,deportes,0
odio,2022-09-24,perfil,deportes,0
copitos,2022-09-24,perfil,politica,3
odio,2022-09-24,perfil,politica,0
copitos,2022-09-24,perfil,economia,0
odio,2022-09-24,perfil,economia,0
copitos,2022-09-24,lanacion,espectaculos,0
odio,2022-09-24,lanacion,espectaculos,0
copitos,2022-09-24,ambito,sociedad,0
odio,2022-09-24,ambito,sociedad,0
copitos,2022-09-24,ambito,lifestyle,0
odio,2022-09-24,ambito,lifestyle,0
copitos,2022-09-24,paginadoce,politica,0
odio,2022-09-24,paginadoce,politica,6
copitos,2022-09-24,paginadoce,rosario12,0
odio,2022-09-24,paginadoce,rosario12,0
copitos,2022-09-24,eldestape,internacional,0
odio,2022-09-24,eldestape,internacional,0
copitos,2022-09-24,eldestape,politica,0
odio,2022-09-24,eldestape,politica,3
copitos,2022-09-24,eldestape,economia,0
odio,2022-09-24,eldestape,economia,0
copitos,2022-09-24,infobae,internacional,0
odio,2022-09-24,infobae,internacional,1
copitos,2022-09-24,infobae,deportes,0
odio,2022-09-24,infobae,deportes,0
copitos,2022-09-24,infobae,inhouse,0
odio,2022-09-24,infobae,inhouse,0
copitos,2022-09-24,ambito,finanzas,0
odio,2022-09-24,ambito,finanzas,0
copitos,2022-09-24,ambito,negocios,0
odio,2022-09-24,ambito,negocios,0
copitos,2022-09-24,todonoticias,sociedad,0
odio,2022-09-24,todonoticias,sociedad,0
copitos,2022-09-24,paginadoce,espectaculos,0
odio,2022-09-24,paginadoce,espectaculos,1
copitos,2022-09-24,infobae,cultura,0
odio,2022-09-24,infobae,cultura,0
copitos,2022-09-24,perfil,opinion,0
odio,2022-09-24,perfil,opinion,0
copitos,2022-09-24,ambito,opinion,0
odio,2022-09-24,ambito,opinion,0
copitos,2022-09-24,clarin,policiales,0
odio,2022-09-24,clarin,policiales,0
copitos,2022-09-24,eldestape,espectaculos,0
odio,2022-09-24,eldestape,espectaculos,0
copitos,2022-09-24,eldestape,deportes,0
odio,2022-09-24,eldestape,deportes,0
copitos,2022-09-24,infobae,espectaculos,0
odio,2022-09-24,infobae,espectaculos,0
copitos,2022-09-24,perfil,tecnologia,0
odio,2022-09-24,perfil,tecnologia,0
copitos,2022-09-24,infobae,opinion,1
odio,2022-09-24,infobae,opinion,3
copitos,2022-09-24,infobae,politica,0
odio,2022-09-24,infobae,politica,0
copitos,2022-09-24,infobae,economia,0
odio,2022-09-24,infobae,economia,0
copitos,2022-09-24,infobae,sociedad,0
odio,2022-09-24,infobae,sociedad,0
copitos,2022-09-24,infobae,salud,0
odio,2022-09-24,infobae,salud,0
copitos,2022-09-24,perfil,internacional,0
odio,2022-09-24,perfil,internacional,0
copitos,2022-09-24,clarin,sociedad,0
odio,2022-09-24,clarin,sociedad,0
copitos,2022-09-24,infobae,tendencias,0
odio,2022-09-24,infobae,tendencias,0
copitos,2022-09-24,perfil,policiales,0
odio,2022-09-24,perfil,policiales,0
copitos,2022-09-24,perfil,cultura,0
odio,2022-09-24,perfil,cultura,0
copitos,2022-09-24,clarin,rural,0
odio,2022-09-24,clarin,rural,0
copitos,2022-09-24,clarin,economia,0
odio,2022-09-24,clarin,economia,0
copitos,2022-09-24,todonoticias,tecno,0
odio,2022-09-24,todonoticias,tecno,0
copitos,2022-09-24,todonoticias,espectaculos,0
odio,2022-09-24,todonoticias,espectaculos,0
copitos,2022-09-24,todonoticias,internacional,0
odio,2022-09-24,todonoticias,internacional,0
copitos,2022-09-24,todonoticias,salud,0
odio,2022-09-24,todonoticias,salud,0
copitos,2022-09-24,todonoticias,politica,0
odio,2022-09-24,todonoticias,politica,1
copitos,2022-09-24,todonoticias,musica,0
odio,2022-09-24,todonoticias,musica,0
copitos,2022-09-24,todonoticias,estilo,0
odio,2022-09-24,todonoticias,estilo,0
copitos,2022-09-24,todonoticias,opinion,0
odio,2022-09-24,todonoticias,opinion,0
copitos,2022-09-24,todonoticias,economia,0
odio,2022-09-24,todonoticias,economia,0
copitos,2022-09-24,todonoticias,deportes,0
odio,2022-09-24,todonoticias,deportes,0
copitos,2022-09-24,clarin,deportes,0
odio,2022-09-24,clarin,deportes,0
copitos,2022-09-24,clarin,internacional,0
odio,2022-09-24,clarin,internacional,0
copitos,2022-09-24,lanacion,sociedad,0
odio,2022-09-24,lanacion,sociedad,0
copitos,2022-09-24,lanacion,deportes,0
odio,2022-09-24,lanacion,deportes,0
copitos,2022-09-24,lanacion,internacional,0
odio,2022-09-24,lanacion,internacional,0
copitos,2022-09-24,lanacion,politica,1
odio,2022-09-24,lanacion,politica,0
copitos,2022-09-24,lanacion,economia,0
odio,2022-09-24,lanacion,economia,0
copitos,2022-09-24,lanacion,seguridad,0
odio,2022-09-24,lanacion,seguridad,0
copitos,2022-09-24,paginadoce,sociedad,0
odio,2022-09-24,paginadoce,sociedad,0
copitos,2022-09-24,ambito,deportes,0
odio,2022-09-24,ambito,deportes,0
copitos,2022-09-24,eldestape,sociedad,0
odio,2022-09-24,eldestape,sociedad,0
copitos,2022-09-24,ambito,espectaculos,0
odio,2022-09-24,ambito,espectaculos,0
copitos,2022-09-24,ambito,economia,0
odio,2022-09-24,ambito,economia,0
copitos,2022-09-24,eldestape,cultura,0
odio,2022-09-24,eldestape,cultura,0
copitos,2022-09-24,clarin,espectaculos,0
odio,2022-09-24,clarin,espectaculos,0
copitos,2022-09-24,lanacion,tecnologia,0
odio,2022-09-24,lanacion,tecnologia,0
copitos,2022-09-24,ambito,politica,0
odio,2022-09-24,ambito,politica,0
copitos,2022-09-24,ambito,internacional,0
odio,2022-09-24,ambito,internacional,0
copitos,2022-09-24,perfil,ciencia,0
odio,2022-09-24,perfil,ciencia,0
copitos,2022-09-24,lanacion,cultura,0
odio,2022-09-24,lanacion,cultura,0
copitos,2022-09-24,todonoticias,policiales,0
odio,2022-09-24,todonoticias,policiales,0
copitos,2022-09-24,paginadoce,radar,0
odio,2022-09-24,paginadoce,radar,0
copitos,2022-09-24,paginadoce,cultura,0
odio,2022-09-24,paginadoce,cultura,0
copitos,2022-09-24,clarin,tecnologia,0
odio,2022-09-24,clarin,tecnologia,0
copitos,2022-09-24,clarin,politica,1
odio,2022-09-24,clarin,politica,0
copitos,2022-09-24,ambito,nacional,0
odio,2022-09-24,ambito,nacional,0
copitos,2022-09-24,clarin,opinion,1
odio,2022-09-24,clarin,opinion,0
copitos,2022-09-24,lanacion,ciencia,0
odio,2022-09-24,lanacion,ciencia,0
copitos,2022-09-24,perfil,salud,0
odio,2022-09-24,perfil,salud,0
copitos,2022-09-24,lanacion,salud,0
odio,2022-09-24,lanacion,salud,0
copitos,2022-09-24,paginadoce,deportes,0
odio,2022-09-24,paginadoce,deportes,0
copitos,2022-09-24,clarin,ciudades,0
odio,2022-09-24,clarin,ciudades,0
copitos,2022-09-24,paginadoce,internacional,0
odio,2022-09-24,paginadoce,internacional,0
copitos,2022-09-24,lanacion,propiedades,0
odio,2022-09-24,lanacion,propiedades,0
copitos,2022-09-24,paginadoce,economia,0
odio,2022-09-24,paginadoce,economia,0
copitos,2022-09-27,perfil,economia,0
odio,2022-09-27,perfil,economia,0
copitos,2022-09-27,perfil,espectaculos,0
odio,2022-09-27,perfil,espectaculos,0
copitos,2022-09-27,perfil,politica,0
odio,2022-09-27,perfil,politica,0
copitos,2022-09-27,perfil,deportes,0
odio,2022-09-27,perfil,deportes,0
copitos,2022-09-27,perfil,internacional,0
odio,2022-09-27,perfil,internacional,0
copitos,2022-09-27,perfil,policiales,0
odio,2022-09-27,perfil,policiales,1
copitos,2022-09-27,perfil,sociedad,0
odio,2022-09-27,perfil,sociedad,0
copitos,2022-09-27,ambito,politica,0
odio,2022-09-27,ambito,politica,0
copitos,2022-09-27,ambito,economia,0
odio,2022-09-27,ambito,economia,0
copitos,2022-09-27,ambito,novedades-fiscales,0
odio,2022-09-27,ambito,novedades-fiscales,0
copitos,2022-09-27,ambito,nacional,0
odio,2022-09-27,ambito,nacional,0
copitos,2022-09-27,todonoticias,economia,0
odio,2022-09-27,todonoticias,economia,0
copitos,2022-09-27,paginadoce,rosario12,0
odio,2022-09-27,paginadoce,rosario12,1
copitos,2022-09-27,paginadoce,politica,0
odio,2022-09-27,paginadoce,politica,0
copitos,2022-09-27,paginadoce,sociedad,0
odio,2022-09-27,paginadoce,sociedad,0
copitos,2022-09-27,eldestape,sociedad,0
odio,2022-09-27,eldestape,sociedad,0
copitos,2022-09-27,eldestape,economia,0
odio,2022-09-27,eldestape,economia,0
copitos,2022-09-27,eldestape,politica,3
odio,2022-09-27,eldestape,politica,2
copitos,2022-09-27,infobae,internacional,0
odio,2022-09-27,infobae,internacional,0
copitos,2022-09-27,infobae,politica,2
odio,2022-09-27,infobae,politica,1
copitos,2022-09-27,infobae,espectaculos,0
odio,2022-09-27,infobae,espectaculos,0
copitos,2022-09-27,infobae,inhouse,0
odio,2022-09-27,infobae,inhouse,0
copitos,2022-09-27,ambito,sociedad,0
odio,2022-09-27,ambito,sociedad,0
copitos,2022-09-27,ambito,internacional,0
odio,2022-09-27,ambito,internacional,0
copitos,2022-09-27,ambito,deportes,0
odio,2022-09-27,ambito,deportes,0
copitos,2022-09-27,ambito,espectaculos,0
